fin_year,month,state_code,state_name,district_code,district_name,approved_labour_budget,avg_wage_rate_per_day_per_person,avg_days_of_employment_per_household,differently_abled_persons_worked,material_and_skilled_wages,num_completed_works,num_gps_with_nil_exp,num_ongoing_works,persondays_of_central_liability_so_far,sc_persondays,sc_workers_against_active_workers,st_persondays,st_workers_against_active_workers,total_admin_expenditure,total_expenditure,total_households_worked,total_individuals_worked,total_active_job_cards,total_active_workers,total_hhs_completed_100_days,total_job_cards_issued,total_workers,total_works_takenup,wages,women_persondays,percent_category_b_works,percent_expenditure_agri_allied,percent_nrm_expenditure,percent_payments_within_15_days,remarks,payload
2022-2023,Dec,9,Uttar Pradesh,73,Sultanpur,855773,223.33,35,376,71.36,9348,393,8875,968404,7155,2069,875,46,436.42,2768.42,3293,87554,132725,140850,105,111404,173848,11415,1658.45,138037,98.37,17.5,83.77,96.54,NA,{}
2022-2023,Dec,9,Uttar Pradesh,74,Unnao,1579532,220.48,42,263,1316.7,6409,171,18190,730061,47843,3594,646,89,349.21,841.39,55731,89291,130255,54773,631,40285,73286,15032,1694.87,126584,90.1,65.46,58.28,98.44,NA,{}
2022-2023,Dec,9,Uttar Pradesh,75,Varanasi,1299192,216.35,32,367,1656.37,14864,500,19704,1713204,39961,3776,357,360,359.7,2645.36,77633,101089,94515,27463,163,56124,88121,3862,778.8,107358,30.01,89.39,78.85,98.63,NA,{}
2023-2024,Jan,9,Uttar Pradesh,1,Agra,1104369,214.42,30,24,765.43,935,32,7910,266761,42927,3857,1867,434,152.99,884.75,18024,74398,127939,129002,479,100426,130565,8507,1374.71,102386,46.39,27.52,84.08,94.26,NA,{}
2023-2024,Jan,9,Uttar Pradesh,2,Aligarh,2070147,209.58,50,584,1848.14,9435,453,15072,493694,13353,3775,501,459,408.29,1761.69,11891,114814,55634,144743,124,146423,162111,17962,1595.4,132957,31.79,69.37,54.26,91.1,NA,{}
2023-2024,Jan,9,Uttar Pradesh,3,Allahabad,621698,206.41,41,358,489.34,13352,371,1883,1401882,6974,4285,1499,299,162.25,2630.9,58620,24720,132621,107712,844,37398,132845,1809,1453.74,81090,18.69,54.98,44.89,93.03,NA,{}
2023-2024,Jan,9,Uttar Pradesh,4,Ambedkar Nagar,524398,235.94,38,13,1524.25,9645,146,12471,2438316,27956,1710,409,49,279.59,2914.17,5428,138664,143301,65417,436,94924,16941,13332,673.84,17061,6.47,49.86,39.77,90.8,NA,{}
2023-2024,Jan,9,Uttar Pradesh,5,Amethi,2281364,248.35,49,178,864.68,861,321,19543,2464042,42541,3094,1747,270,139.28,691.29,23652,97449,55343,184330,860,189322,50055,17256,1502.86,160412,64.11,56.58,99.89,94.46,NA,{}
2023-2024,Jan,9,Uttar Pradesh,6,Amroha,1051405,202.9,34,8,1203.64,12081,310,10426,1916841,49063,1376,1862,485,223.3,2620.35,35140,90693,73654,171391,385,187962,68671,1553,1559.18,105558,15.74,79.13,18.18,90.63,NA,{}
2023-2024,Jan,9,Uttar Pradesh,7,Auraiya,1796321,223.99,38,120,1810.42,1811,59,11257,903966,49855,4302,200,61,453.56,2551.11,24131,54825,64442,106765,257,144351,95321,4093,1543.54,38819,32.16,77.56,40.13,95.3,NA,{}
2023-2024,Jan,9,Uttar Pradesh,8,Ayodhya,2221923,209.5,31,306,1704.74,5449,188,10534,1039669,19489,3239,1494,235,99.23,981.39,12336,23254,121688,59569,375,197399,167371,14800,819.1,119138,31.55,28.95,30.15,95.13,NA,{}
2023-2024,Jan,9,Uttar Pradesh,9,Azamgarh,2418033,216.38,40,392,1266.98,11391,141,5416,1538891,34622,784,1244,119,391.69,2366.6,56583,1340,127106,124410,728,49097,33664,15665,744.03,117452,0.64,1.72,24.5,93.43,NA,{}
2023-2024,Jan,9,Uttar Pradesh,10,Baghpat,1813093,231.29,35,252,735.32,2469,183,12075,1476006,49823,4955,1954,446,340.89,573.01,88464,40171,96430,63699,397,156865,100770,10206,1055.63,32151,21.71,33.3,90.1,93.85,NA,{}
2023-2024,Jan,9,Uttar Pradesh,11,Bahraich,1788736,201.42,31,373,470.25,11384,433,7045,1841948,42440,4559,213,258,292.21,2652.67,67381,132140,77446,146537,686,48675,91890,17254,1916.28,18616,22.02,95.02,39.61,98.97,NA,{}
2023-2024,Jan,9,Uttar Pradesh,12,Ballia,481359,209.98,44,300,1624.25,14760,113,11269,1404881,4026,854,677,315,480.0,707.89,97672,14902,51133,20975,166,94808,109067,8060,1727.74,48211,77.51,16.06,22.96,93.37,NA,{}
2023-2024,Jan,9,Uttar Pradesh,13,Balrampur,1829577,219.72,32,259,830.48,2375,459,13367,1571379,14192,1659,1555,285,132.95,1691.94,76502,3795,62215,185171,64,177862,23547,13652,1075.32,65743,82.58,63.36,23.73,94.77,NA,{}
2023-2024,Jan,9,Uttar Pradesh,14,Banda,1133502,237.15,35,225,1905.83,3552,129,6659,380127,37402,3063,852,383,281.46,2836.8,49814,121163,41015,67037,455,156540,134349,6586,1010.7,12362,83.43,68.64,26.29,96.93,NA,{}
2023-2024,Jan,9,Uttar Pradesh,15,Barabanki,1654450,218.02,45,493,706.71,8383,177,13971,594038,29428,4452,1804,396,141.95,1430.33,56535,60476,57579,154549,897,67802,199190,11647,784.25,143558,83.61,43.33,30.33,97.95,NA,{}
2023-2024,Jan,9,Uttar Pradesh,16,Bareilly,2035738,215.93,37,403,658.62,4201,134,4326,1829126,4709,3705,1198,152,440.82,2944.04,57232,64086,121259,18144,182,177601,178929,16041,529.74,109032,13.44,88.25,5.36,92.47,NA,{}
2023-2024,Jan,9,Uttar Pradesh,17,Basti,781461,236.32,35,480,1512.91,13902,178,13956,1159560,27812,2381,1146,318,89.49,1975.61,17267,40307,65685,156484,932,15920,10222,6423,774.13,198931,89.05,3.74,96.56,92.81,NA,{}
2023-2024,Jan,9,Uttar Pradesh,18,Bhadohi,1892532,225.44,44,427,386.07,6409,66,19258,2126670,17262,4615,1640,463,354.25,1298.35,28127,134592,107532,73994,550,50967,157609,1889,1146.09,38226,89.65,44.76,36.2,99.2,NA,{}
2023-2024,Jan,9,Uttar Pradesh,19,Bijnor,1230572,206.26,32,575,759.59,11575,262,17976,1938863,49072,2705,492,189,100.5,2075.88,78979,140666,110869,115690,485,49963,124512,19069,1903.75,76059,65.7,21.79,36.76,90.02,NA,{}
2023-2024,Jan,9,Uttar Pradesh,20,Budaun,2366150,248.51,36,457,1512.57,5698,242,5078,1472360,41849,4567,1542,488,89.94,2123.36,86843,75227,35335,32335,994,92030,152450,14698,1862.96,129998,69.05,2.2,5.16,97.01,NA,{}
2023-2024,Jan,9,Uttar Pradesh,21,Bulandshahr,1461837,224.5,46,59,705.97,5760,172,18946,2058150,38152,3813,452,379,53.06,2749.7,90935,26296,91996,125927,714,82338,123813,10555,1707.9,109706,22.33,52.98,77.48,91.14,NA,{}
2023-2024,Jan,9,Uttar Pradesh,22,Chandauli,1991106,200.73,34,476,1372.59,2220,120,11630,1815825,19663,3709,593,407,139.72,1586.31,4578,99990,61810,19084,756,80841,14158,17343,1548.73,87309,19.79,58.87,15.94,97.59,NA,{}
2023-2024,Jan,9,Uttar Pradesh,23,Chitrakoot,2301087,201.85,35,195,1853.79,1037,311,1203,596499,29582,4864,1225,242,272.77,2606.05,54375,31459,126387,22575,368,118321,12055,4871,1825.68,39488,14.65,87.64,16.98,95.8,NA,{}
2023-2024,Jan,9,Uttar Pradesh,24,Deoria,2165386,247.34,34,536,1827.38,8769,413,15265,1997662,6993,4725,1335,435,229.32,579.62,17047,19030,92432,39887,623,56161,58882,9521,1301.9,179665,86.22,3.62,48.25,96.62,NA,{}
2023-2024,Jan,9,Uttar Pradesh,25,Etah,2198317,213.46,48,4,649.0,9802,453,10897,325127,15853,3447,1504,482,494.48,1435.12,32809,20243,125643,106487,587,92656,38876,15802,559.0,152409,26.55,95.05,28.88,90.47,NA,{}
2023-2024,Jan,9,Uttar Pradesh,26,Etawah,1651878,209.74,44,451,941.6,11589,110,11154,351859,22257,1049,260,138,53.39,944.35,37586,57845,76695,22758,315,131957,63965,15995,777.09,124943,67.56,15.57,86.36,98.47,NA,{}
2023-2024,Jan,9,Uttar Pradesh,27,Farrukhabad,2188373,245.21,41,57,1989.75,10943,165,12521,1512900,25905,4904,1252,145,103.0,894.69,79919,109396,59937,87560,89,144361,137908,7903,775.86,120582,84.9,82.85,47.47,92.48,NA,{}
2023-2024,Jan,9,Uttar Pradesh,28,Fatehpur,1853418,236.12,33,546,1637.6,649,404,13192,2489555,23777,4223,1401,157,138.12,1077.88,82185,136936,83160,72626,604,54931,145062,13871,1706.44,158589,36.38,45.01,4.12,93.36,NA,{}
2023-2024,Jan,9,Uttar Pradesh,29,Firozabad,1122897,202.4,30,215,431.25,10772,213,13580,2063841,22225,619,1337,409,379.12,731.71,11482,55006,62697,59866,717,47551,139799,19783,1197.37,196450,3.56,79.79,74.53,91.29,NA,{}
2023-2024,Jan,9,Uttar Pradesh,30,Gautam Buddha Nagar,2142108,219.48,49,100,1248.54,14027,0,8239,1666341,27464,4568,745,28,117.04,2355.35,15816,125883,100554,24479,924,142072,46303,4049,1008.88,46900,61.89,1.9,10.12,93.51,NA,{}
2023-2024,Jan,9,Uttar Pradesh,31,Ghaziabad,1377085,226.61,42,523,349.35,14175,54,8474,1551010,11435,116,1929,82,197.31,888.26,88588,8430,64695,183357,214,91287,33354,6358,566.99,139389,89.05,10.5,43.49,90.5,NA,{}
2023-2024,Jan,9,Uttar Pradesh,32,Ghazipur,705911,204.03,41,7,1885.06,6344,145,12219,1346412,9559,965,1979,241,368.23,674.48,51760,28802,90570,49643,227,103919,140069,9347,1136.94,185712,83.94,79.51,21.99,97.6,NA,{}
2023-2024,Jan,9,Uttar Pradesh,33,Gonda,2075228,224.28,38,353,1081.83,8297,106,2320,310232,1439,4582,951,344,441.22,2375.56,36801,22117,121843,147664,406,51480,122950,3318,713.62,40802,81.26,14.57,20.79,92.93,NA,{}
2023-2024,Jan,9,Uttar Pradesh,34,Gorakhpur,1785135,226.06,37,1,710.64,13361,28,17485,502344,28941,3551,581,85,257.44,593.57,42454,21751,46386,66632,427,16764,95433,2340,1047.93,59433,72.7,77.38,82.41,96.35,NA,{}
2023-2024,Jan,9,Uttar Pradesh,35,Hamirpur,1738323,230.11,39,212,1098.62,5130,295,9352,765064,35467,4296,380,108,475.73,2874.13,98769,26253,115916,36957,36,47108,167561,3636,1247.04,138239,38.24,67.48,27.07,96.56,NA,{}
2023-2024,Jan,9,Uttar Pradesh,36,Hapur,1329276,247.96,40,241,556.04,9437,187,9084,572181,2451,1512,972,136,386.78,1119.58,82839,84960,120142,164405,148,122030,147761,799,1125.96,64923,48.71,91.12,97.0,99.97,NA,{}
2023-2024,Jan,9,Uttar Pradesh,37,Hardoi,675480,235.7,33,242,407.79,14451,383,18330,2207399,14921,832,1717,72,195.74,1334.67,37414,63213,85923,169130,402,178249,110984,6664,778.12,101188,61.65,19.56,60.25,91.74,NA,{}
2023-2024,Jan,9,Uttar Pradesh,38,Hathras,1959548,245.62,40,474,1801.67,9193,219,7235,283506,35568,3901,733,161,398.89,2674.55,99896,56833,47178,167641,117,16132,177710,13557,589.33,169929,41.41,36.68,14.56,91.58,NA,{}
2023-2024,Jan,9,Uttar Pradesh,39,Jalaun,1977264,233.19,45,342,1363.82,5210,465,11983,348875,12577,309,1047,445,203.42,2035.18,41823,82244,105157,17475,769,60211,110408,19534,1040.58,146558,26.35,1.16,98.55,92.13,NA,{}
2023-2024,Jan,9,Uttar Pradesh,40,Jaunpur,840324,245.51,35,490,391.53,2255,32,11126,2315182,19664,4360,1901,57,482.81,2192.03,1889,135744,119384,169256,314,155644,106858,1176,1571.54,6861,22.37,63.48,36.49,99.3,NA,{}
2023-2024,Jan,9,Uttar Pradesh,41,Jhansi,576712,229.27,49,297,296.29,6616,96,7436,588201,33339,2046,1345,118,71.79,1657.59,82079,136032,19459,51239,487,107950,84128,5813,781.53,34155,31.87,13.94,98.56,91.83,NA,{}
2023-2024,Jan,9,Uttar Pradesh,42,Kannauj,1228538,226.8,37,447,1228.68,7228,278,13913,61605,36408,3133,535,156,246.83,1427.98,19882,35291,14729,15251,687,73580,144906,7602,875.55,60432,31.2,65.48,56.15,99.34,NA,{}
2023-2024,Jan,9,Uttar Pradesh,43,Kanpur Dehat,1080716,213.57,46,554,1563.34,6523,445,11056,972986,6941,2967,134,234,449.88,2907.23,41612,16068,142100,193352,635,47640,170483,7074,1368.75,73090,78.97,88.23,13.34,99.29,NA,{}
2023-2024,Jan,9,Uttar Pradesh,44,Kanpur Nagar,1544246,235.03,36,271,529.49,8909,215,5634,1510488,37359,2594,324,60,318.24,2743.69,81522,92608,127912,41552,833,17352,33199,10610,1089.99,172723,41.04,78.57,92.18,96.56,NA,{}
2023-2024,Jan,9,Uttar Pradesh,45,Kasganj,2141290,239.87,32,553,955.3,2936,125,8381,1660627,23192,3343,184,280,406.79,644.11,60032,136679,146339,100465,209,10058,77927,19371,815.54,73819,79.88,90.25,42.23,90.73,NA,{}
2023-2024,Jan,9,Uttar Pradesh,46,Kaushambi,813274,249.19,47,309,1850.44,10681,135,18143,1463735,14829,107,1276,122,186.65,1499.58,99052,90028,99898,183947,436,119291,34419,12440,801.81,35168,3.3,87.19,86.93,97.62,NA,{}
2023-2024,Jan,9,Uttar Pradesh,47,Kushinagar,499407,236.81,48,533,954.48,9325,458,12214,2039250,9492,1308,696,246,226.79,941.17,29477,71829,91569,99786,25,16761,46881,2812,903.61,173021,39.62,70.22,63.39,99.12,NA,{}
2023-2024,Jan,9,Uttar Pradesh,48,Lakhimpur Kheri,1427548,220.47,35,296,1999.82,1635,253,2264,542070,31101,1497,1311,62,414.84,573.1,40367,2231,33161,75411,389,11199,23406,2791,1326.63,157655,35.19,93.41,62.37,98.47,NA,{}
2023-2024,Jan,9,Uttar Pradesh,49,Lalitpur,974913,226.81,42,276,1128.24,7751,208,17425,2499022,25592,3659,1038,184,145.19,1715.27,81283,94055,112525,52304,395,173562,67157,16406,1629.73,71730,69.18,93.17,88.23,96.21,NA,{}
2023-2024,Jan,9,Uttar Pradesh,50,Lucknow,1892346,217.89,32,567,1390.81,14953,411,2431,992363,44460,2163,1767,418,496.34,2656.6,99483,17938,70470,166308,801,86486,100556,10232,1347.34,171334,52.36,99.29,33.41,99.04,NA,{}
2023-2024,Jan,9,Uttar Pradesh,51,Maharajganj,774664,243.46,36,235,1560.59,3160,300,16188,1574540,16372,4644,1446,277,92.71,2015.21,85953,43478,71860,125681,704,92052,60513,2719,1215.87,74754,71.74,4.94,36.85,98.03,NA,{}
2023-2024,Jan,9,Uttar Pradesh,52,Mahoba,2161099,209.36,34,59,1615.51,8556,210,6688,203707,34168,4476,1140,122,428.63,591.38,70845,85837,111734,60434,213,32833,16610,12736,1875.09,112146,97.24,61.49,47.78,96.76,NA,{}
2023-2024,Jan,9,Uttar Pradesh,53,Mainpuri,1300825,205.28,50,465,509.98,3567,112,2325,2240089,9292,3809,636,183,51.58,2742.16,4041,130533,141985,189652,341,85782,53253,11955,1264.4,48053,94.09,99.96,4.78,96.92,NA,{}
2023-2024,Jan,9,Uttar Pradesh,54,Mathura,792640,220.11,36,174,549.74,3756,152,4547,424110,28656,4844,1966,391,375.64,1902.54,81041,35482,147204,126917,226,171215,82688,2420,1341.05,91276,83.65,64.57,98.85,93.61,NA,{}
2023-2024,Jan,9,Uttar Pradesh,55,Mau,913601,249.94,31,196,502.5,1077,460,16396,1480144,12153,2718,1280,338,182.38,2530.42,57887,63289,142537,36209,971,46166,164073,6467,555.39,130483,84.68,67.82,47.67,94.64,NA,{}
2023-2024,Jan,9,Uttar Pradesh,56,Meerut,1465157,213.42,50,412,1625.77,14525,263,19158,810971,13799,1074,541,306,210.87,2049.05,2535,21995,89730,35626,488,165400,54945,19636,1561.97,97141,8.93,30.18,23.69,95.38,NA,{}
2023-2024,Jan,9,Uttar Pradesh,57,Mirzapur,1467869,232.9,49,154,682.82,9923,500,13927,1389012,49783,2635,1249,356,456.42,1242.81,63300,63033,57498,163203,944,38282,131704,16209,870.24,108655,17.3,23.89,79.22,96.13,NA,{}
2023-2024,Jan,9,Uttar Pradesh,58,Moradabad,1320745,217.64,46,514,112.84,11797,437,5212,1317484,40699,2325,118,405,360.47,556.96,96382,142755,60726,96268,431,76589,110923,12771,610.42,85733,10.29,96.53,90.59,91.21,NA,{}
2023-2024,Jan,9,Uttar Pradesh,59,Muzaffarnagar,2340485,239.49,36,431,1633.7,5094,61,11156,1002937,1507,2498,1134,228,434.65,827.55,50244,44838,132541,160385,438,79300,181394,15587,1459.79,65523,57.98,33.15,16.71,97.69,NA,{}
2023-2024,Jan,9,Uttar Pradesh,60,Pilibhit,1511807,244.21,36,77,1778.74,11811,44,13747,238942,15028,3934,1479,118,466.77,2926.79,40657,142317,58248,107065,92,174157,59145,6675,1825.12,111597,34.46,12.36,77.3,94.69,NA,{}
2023-2024,Jan,9,Uttar Pradesh,61,Pratapgarh,1539186,207.73,35,262,498.53,4738,123,1084,190338,1354,4607,1635,198,145.79,1426.56,18730,98970,43113,170622,345,181188,153655,2363,1001.77,108537,92.59,71.41,65.11,91.25,NA,{}
2023-2024,Jan,9,Uttar Pradesh,62,Raebareli,1191851,245.34,35,58,1670.29,8960,145,12287,127835,22479,3908,1899,400,122.48,2519.23,66470,16562,23176,59224,96,142954,91687,7725,870.93,156731,9.83,19.87,10.65,94.62,NA,{}
2023-2024,Jan,9,Uttar Pradesh,63,Rampur,1288947,243.56,34,520,1250.76,8753,465,14774,1437011,25346,4153,972,457,470.38,2174.58,47537,8226,73562,189614,336,107521,94328,19928,833.2,26930,11.06,83.59,40.73,92.49,NA,{}
2023-2024,Jan,9,Uttar Pradesh,64,Saharanpur,579059,220.62,38,110,992.95,12821,366,13040,554253,35518,1547,658,252,422.11,1933.29,60722,109631,61560,45120,650,14589,153164,9011,1765.07,97468,16.52,54.84,44.15,97.69,NA,{}
2023-2024,Jan,9,Uttar Pradesh,65,Sambhal,2043273,225.76,39,358,277.87,10917,448,5736,843488,11490,1288,610,318,429.32,2803.1,60492,35738,39205,100337,71,76117,33848,13020,1644.46,89420,36.26,14.48,86.52,99.65,NA,{}
2023-2024,Jan,9,Uttar Pradesh,66,Sant Kabir Nagar,1532183,223.42,37,593,704.85,3261,341,11527,1580425,47209,167,1639,401,292.49,2710.41,33660,31035,114030,58853,101,33269,156332,15305,524.57,184554,9.66,8.42,65.47,95.1,NA,{}
2023-2024,Jan,9,Uttar Pradesh,67,Shahjahanpur,1444750,215.02,34,491,1937.89,13858,348,10986,2408114,39075,3373,614,172,331.76,1215.44,65241,111061,108645,113501,331,10163,126517,3595,1514.64,110658,27.77,3.11,10.38,91.11,NA,{}
2023-2024,Jan,9,Uttar Pradesh,68,Shamli,1959107,204.97,42,368,97.47,1657,206,18754,1830858,39579,2358,789,385,305.11,1221.28,3601,138579,133559,142875,656,179788,131684,13062,750.93,183877,54.8,63.91,4.39,97.2,NA,{}
2023-2024,Jan,9,Uttar Pradesh,69,Shravasti,916208,202.86,34,520,356.57,13732,318,2052,188674,46900,3762,123,386,158.13,2485.03,14575,100583,41076,107208,417,35038,112466,8053,797.35,107254,88.51,79.31,17.48,96.03,NA,{}
2023-2024,Jan,9,Uttar Pradesh,70,Siddharthnagar,2205946,237.67,31,538,510.07,14133,308,14618,323534,22868,3973,225,496,447.2,808.36,63479,49104,126715,38473,172,123998,18990,2696,1753.26,48154,70.65,97.9,56.12,98.88,NA,{}
2023-2024,Jan,9,Uttar Pradesh,71,Sitapur,1871401,236.8,45,216,1603.97,10443,219,2999,2291296,14092,445,962,158,60.44,1705.17,21286,126499,138697,55523,101,143924,187959,7270,1921.8,38973,49.78,40.01,25.57,96.56,NA,{}
2023-2024,Jan,9,Uttar Pradesh,72,Sonbhadra,537525,206.47,49,538,85.22,9556,256,4989,2253121,17086,3673,1260,172,209.59,737.25,61855,110805,106726,22348,484,30838,147101,19735,1177.29,21546,74.39,54.12,47.06,91.46,NA,{}
2023-2024,Jan,9,Uttar Pradesh,73,Sultanpur,1867275,219.03,36,476,1233.58,11491,472,19782,728531,48414,3764,268,212,95.29,2773.14,71454,4509,100373,122337,361,104597,78944,7389,1986.69,147726,44.15,68.77,95.47,99.47,NA,{}
2023-2024,Jan,9,Uttar Pradesh,74,Unnao,902162,248.52,48,374,357.9,10559,135,5077,2128117,6057,4268,31,342,339.03,2251.6,90492,113885,16604,126416,446,191605,26512,14036,1346.47,155112,77.13,1.63,54.28,90.99,NA,{}
2023-2024,Jan,9,Uttar Pradesh,75,Varanasi,1853790,221.29,30,236,891.55,14218,245,16090,2007204,25180,3891,718,479,148.76,2888.46,68046,80308,48672,133148,562,67784,144187,1071,1333.45,132941,28.14,98.36,1.11,92.77,NA,{}
2023-2024,Feb,9,Uttar Pradesh,1,Agra,1247258,204.16,37,79,1597.69,613,118,14059,299311,25685,1538,10,356,161.56,2214.99,84836,40458,73800,129546,310,66017,78450,14868,1681.35,192302,33.55,28.84,56.25,93.67,NA,{}
2023-2024,Feb,9,Uttar Pradesh,2,Aligarh,2401797,220.6,49,49,922.55,13828,315,3964,867916,25662,503,36,473,453.52,2796.69,66345,30625,144641,18846,473,37905,76294,7706,1005.11,67288,40.09,60.34,7.74,92.35,NA,{}
2023-2024,Feb,9,Uttar Pradesh,3,Allahabad,1556601,212.52,34,431,580.18,3705,352,9875,487250,4025,750,182,481,241.76,2906.19,75814,145864,56637,189370,461,83436,131899,9510,1041.36,96031,27.87,59.3,52.17,96.72,NA,{}
2023-2024,Feb,9,Uttar Pradesh,4,Ambedkar Nagar,2164826,229.49,46,214,922.52,8743,95,2543,618936,16032,617,1316,153,211.52,1738.37,62340,76530,36793,196510,32,84421,56959,12208,1200.44,157774,24.46,72.29,73.65,92.42,NA,{}
2023-2024,Feb,9,Uttar Pradesh,5,Amethi,1933999,217.11,36,535,573.33,1594,76,6518,1719575,27022,1270,599,301,437.83,2817.88,27015,51029,127766,21991,346,35479,142504,1304,1250.45,175551,40.06,46.22,0.17,91.54,NA,{}
2023-2024,Feb,9,Uttar Pradesh,6,Amroha,585352,226.7,47,572,707.89,13500,85,5237,1366560,32610,1301,1326,42,233.89,1678.04,7218,18431,25152,175654,388,53329,189275,11115,1950.49,75829,69.75,64.4,32.81,94.36,NA,{}
2023-2024,Feb,9,Uttar Pradesh,7,Auraiya,975019,230.72,37,184,527.29,14085,183,4284,512630,14351,3863,1993,133,247.77,1775.2,59087,104924,61028,61499,363,132229,39740,6006,1672.37,109657,20.47,6.85,94.87,94.79,NA,{}
2023-2024,Feb,9,Uttar Pradesh,8,Ayodhya,1225568,243.87,39,469,1477.66,3665,217,7455,208128,18448,2031,1547,270,114.89,2148.06,55788,61435,87649,122142,977,53784,31658,17892,1961.91,47572,59.88,48.95,27.5,91.35,NA,{}
2023-2024,Feb,9,Uttar Pradesh,9,Azamgarh,2130402,236.09,48,216,1855.64,11716,111,5305,1371463,35485,4056,337,247,195.17,2325.63,43681,51474,34580,113083,651,11542,114874,918,1632.41,160416,67.12,42.03,5.47,90.63,NA,{}
2023-2024,Feb,9,Uttar Pradesh,10,Baghpat,2413085,227.16,39,200,1477.55,8111,85,3276,2300107,16129,3852,255,251,86.31,1844.93,70402,119431,135650,87674,123,84654,194565,9104,1706.08,24199,87.88,6.56,37.76,93.22,NA,{}
2023-2024,Feb,9,Uttar Pradesh,11,Bahraich,1099821,238.25,47,553,373.05,2789,120,10705,395148,14097,867,263,488,180.51,2258.24,65466,38648,38363,13556,752,124170,145223,15627,1172.69,174864,76.39,70.86,39.91,94.92,NA,{}
2023-2024,Feb,9,Uttar Pradesh,12,Ballia,1009806,221.21,41,210,671.46,11940,483,19688,1045980,20864,714,246,486,245.76,1377.94,77273,54833,81885,103906,139,105704,135415,15713,1580.38,108229,11.75,69.17,68.94,96.1,NA,{}
2023-2024,Feb,9,Uttar Pradesh,13,Balrampur,2019839,236.83,42,66,1799.89,3102,382,3821,1743720,16256,4414,444,222,464.08,2423.86,70496,23943,32101,73827,69,42217,105641,4261,864.81,76069,89.13,70.42,51.73,98.28,NA,{}
2023-2024,Feb,9,Uttar Pradesh,14,Banda,644863,200.73,48,138,1110.92,11351,456,17102,2319456,20825,2529,1133,500,377.68,1786.55,41232,49867,115167,185568,192,84396,186255,17216,690.31,28681,16.45,54.2,90.06,95.3,NA,{}
2023-2024,Feb,9,Uttar Pradesh,15,Barabanki,577725,210.36,41,508,392.67,3119,68,18491,913907,21537,3977,420,187,396.99,1613.48,82653,55934,13087,78464,758,102544,187609,13064,1822.41,97770,2.16,53.36,94.88,98.82,NA,{}
2023-2024,Feb,9,Uttar Pradesh,16,Bareilly,598862,216.69,31,220,1812.83,9611,418,3078,1422471,38789,4159,527,235,103.9,806.28,61123,60713,113770,152382,79,192885,192612,8569,909.94,86528,54.62,73.9,7.19,99.99,NA,{}
2023-2024,Feb,9,Uttar Pradesh,17,Basti,2215296,207.92,48,312,897.88,831,42,6232,697592,3055,1671,1566,346,314.72,1851.36,71211,135966,80640,87111,747,167842,33839,4879,1332.67,176040,93.12,24.24,2.4,91.33,NA,{}
2023-2024,Feb,9,Uttar Pradesh,18,Bhadohi,2094002,228.86,42,38,187.91,14849,302,6972,270577,45819,953,1856,259,458.31,1905.33,12647,4007,36656,118622,964,94048,154296,13263,1337.2,44072,10.72,21.58,11.71,92.64,NA,{}
2023-2024,Feb,9,Uttar Pradesh,19,Bijnor,1323096,213.31,45,491,1805.19,5027,250,9589,118535,28663,4982,1091,352,258.01,694.25,51359,15056,74685,47148,54,98427,198986,16564,1442.3,164502,20.14,91.55,79.48,91.57,NA,{}
2023-2024,Feb,9,Uttar Pradesh,20,Budaun,2320691,246.42,37,202,959.41,10232,52,12917,1246154,21467,4499,719,173,314.74,2458.57,25051,83020,93463,145800,316,86274,139505,17094,1851.32,13572,42.53,90.01,55.78,95.78,NA,{}
2023-2024,Feb,9,Uttar Pradesh,21,Bulandshahr,2342483,232.15,33,570,805.13,14393,299,15263,2095208,25628,3038,259,19,74.92,1776.56,40675,53084,75815,54137,726,67057,145277,19552,1633.87,58248,6.37,27.49,19.41,96.82,NA,{}
2023-2024,Feb,9,Uttar Pradesh,22,Chandauli,1740625,201.19,32,348,213.28,7432,407,15576,930052,12790,151,394,480,392.3,1450.33,94877,104635,68996,62050,439,190054,116097,5579,746.95,190798,82.62,29.87,42.75,97.92,NA,{}
2023-2024,Feb,9,Uttar Pradesh,23,Chitrakoot,971809,209.31,30,119,566.91,12288,209,15130,2090163,9953,3119,1585,111,328.56,1876.21,39126,56404,28890,155149,159,38509,110777,1063,753.04,41918,85.0,69.71,63.24,90.28,NA,{}
2023-2024,Feb,9,Uttar Pradesh,24,Deoria,1850218,245.1,33,137,549.8,1779,495,8578,753022,19089,2040,596,290,439.42,2470.82,44513,28844,108315,59191,700,157611,21838,8192,815.02,138282,18.63,31.75,81.57,99.8,NA,{}
2023-2024,Feb,9,Uttar Pradesh,25,Etah,2351880,249.1,45,270,413.36,3850,254,4437,143591,45158,3972,1561,327,238.74,658.25,82952,57043,69222,58305,980,39513,104560,1963,1385.41,88265,48.23,20.77,59.29,94.77,NA,{}
2023-2024,Feb,9,Uttar Pradesh,26,Etawah,1795571,202.85,50,277,508.71,2570,265,8077,560163,29178,2469,594,325,82.78,559.91,61263,12760,146357,184111,729,109864,187716,13961,1110.4,36315,66.42,71.15,74.94,97.85,NA,{}
2023-2024,Feb,9,Uttar Pradesh,27,Farrukhabad,779175,226.12,46,197,107.18,3382,45,16047,2462926,9110,3819,210,115,99.9,623.72,36342,16917,74722,124638,350,101766,139708,19691,1731.17,73568,22.52,75.59,87.08,94.79,NA,{}
